id,unique_id,raceid,racetype,racetypeid,ballotorder,candidateid,description,delegatecount,electiondate,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
12499-polnum-14681-county-11032,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13065,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11032,Clinch,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11033,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13067,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11033,Cobb,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11034,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13069,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11034,Coffee,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11035,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13071,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11035,Colquitt,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11036,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13073,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11036,Columbia,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11037,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13075,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11037,Cook,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11038,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13077,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11038,Coweta,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11039,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13079,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11039,Crawford,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11040,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13081,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11040,Crisp,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11041,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13083,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11041,Dade,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11042,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13085,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11042,Dawson,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11043,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13087,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11043,Decatur,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11044,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13089,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11044,DeKalb,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11045,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13091,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11045,Dodge,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11046,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13093,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11046,Dooly,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11047,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13095,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11047,Dougherty,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11048,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13097,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11048,Douglas,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11049,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13099,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11049,Early,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11050,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13101,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11050,Echols,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11051,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13103,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11051,Effingham,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11052,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13105,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11052,Elbert,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11053,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13107,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11053,Emanuel,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11054,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13109,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11054,Evans,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11055,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13111,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11055,Fannin,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11056,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13113,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11056,Fayette,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11057,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13115,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11057,Floyd,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11058,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13117,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11058,Forsyth,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11059,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13119,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11059,Franklin,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11060,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13121,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11060,Fulton,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11061,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13123,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11061,Gilmer,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11062,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13125,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11062,Glascock,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11063,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13127,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11063,Glynn,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11064,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13129,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11064,Gordon,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11065,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13131,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11065,Grady,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11066,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13133,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11066,Greene,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11067,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13135,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11067,Gwinnett,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11068,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13137,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11068,Habersham,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11069,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13139,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11069,Hall,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11070,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13141,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11070,Hancock,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11071,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13143,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11071,Haralson,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11072,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13145,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11072,Harris,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11073,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13147,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11073,Hart,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11074,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13149,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11074,Heard,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11075,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13151,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11075,Henry,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11076,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13153,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11076,Houston,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11077,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13155,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11077,Irwin,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11078,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13157,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11078,Jackson,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11079,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13159,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11079,Jasper,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11080,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13161,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11080,Jeff Davis,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11081,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13163,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11081,Jefferson,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11082,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13165,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11082,Jenkins,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11083,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13167,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11083,Johnson,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11084,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13169,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11084,Jones,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11085,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13171,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11085,Lamar,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11086,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13173,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11086,Lanier,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11087,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13175,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11087,Laurens,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11088,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13177,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11088,Lee,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11089,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13179,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11089,Liberty,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11090,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13181,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11090,Lincoln,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11091,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13183,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11091,Long,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11092,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13185,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11092,Lowndes,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11093,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13187,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11093,Lumpkin,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11094,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13193,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11094,Macon,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11095,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13195,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11095,Madison,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11096,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13197,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11096,Marion,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11097,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13189,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11097,McDuffie,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11098,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13191,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11098,McIntosh,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11099,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13199,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11099,Meriwether,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11100,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13201,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11100,Miller,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11101,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13205,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11101,Mitchell,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11102,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13207,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11102,Monroe,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11103,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13209,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11103,Montgomery,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11104,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13211,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11104,Morgan,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11105,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13213,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11105,Murray,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11106,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13215,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11106,Muscogee,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11107,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13217,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11107,Newton,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11108,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13219,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11108,Oconee,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11109,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13221,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11109,Oglethorpe,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11110,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13223,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11110,Paulding,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11111,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13225,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11111,Peach,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11112,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13227,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11112,Pickens,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11113,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13229,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11113,Pierce,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11114,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13231,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11114,Pike,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11115,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13233,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11115,Polk,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11116,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13235,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11116,Pulaski,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11117,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13237,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11117,Putnam,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11118,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13239,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11118,Quitman,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11119,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13241,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11119,Rabun,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11120,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13243,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11120,Randolph,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11121,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13245,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11121,Richmond,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11122,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13247,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11122,Rockdale,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
12499-polnum-14681-county-11123,polnum-14681,12499,General,G,1,20729,,0,2016-05-24,13249,Anne,True,False,False,Barnes,2016-05-18T16:31:46Z,county,True,0,Appeals Court,NPD,,14681,0,0.0,0,county-11123,Schley,False,Judge Barnes Seat,,Georgia,GA,True,True,0,0.0,True
